"dis3l2_yg_cKO_1_1_S11_L002_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_cKO_1_2_S14_L002_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_cKO_1_3_S9_L002_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_cKO_1_4_S12_L002_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_cKO_2_1_S15_L002_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_cKO_2_2_S10_L002_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_cKO_2_3_S13_L002_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_cKO_2_4_S16_L002_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_ctr_1_1_S6_L001_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_ctr_1_2_S1_L001_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_ctr_1_3_S4_L001_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_ctr_1_4_S7_L001_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_ctr_2_1_S2_L001_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_ctr_2_2_S5_L001_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_ctr_2_3_S8_L001_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_ctr_2_4_S3_L001_R1_001_cutadaptAligned_genes_yes.txt"
"ENSMUSG00000054556" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000054568" 0 0 0 0 0 1 0 0 0 0 3 0 0 0 0 0
"ENSMUSG00000054580" 179 321 488 253 280 224 275 338 282 180 282 183 318 217 205 159
"ENSMUSG00000054582" 3876 4806 5297 4326 4111 3983 3672 3311 7576 5126 5930 6532 8895 6597 7213 6594
"ENSMUSG00000054589" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000054594" 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
"ENSMUSG00000054598" 4 22 1 18 25 0 47 0 0 1 0 2 10 0 7 22
"ENSMUSG00000054604" 1072 1371 1638 1328 1279 1296 1722 1563 816 587 1004 933 1566 1017 1239 1084
"ENSMUSG00000054611" 2155 2843 2696 2043 2001 2088 2306 2447 1649 1255 1237 1513 1809 1221 2004 1356
"ENSMUSG00000054612" 173 126 256 201 227 217 171 196 108 96 78 76 136 58 108 85
"ENSMUSG00000054618" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"ENSMUSG00000054619" 86 50 73 76 89 26 36 58 130 117 111 80 118 135 58 105
"ENSMUSG00000054622" 17 9 15 18 8 10 1 21 4 2 0 0 20 0 3 0
"ENSMUSG00000054626" 25 7 8 27 21 0 51 55 0 7 0 1 2 1 4 0
"ENSMUSG00000054630" 0 7 0 0 2 0 5 0 0 0 0 0 2 0 0 0
"ENSMUSG00000054640" 9 4 15 0 2 6 2 11 4 0 0 0 10 70 5 11
"ENSMUSG00000054641" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000054648" 572 777 879 932 857 867 977 1010 127 87 71 86 174 75 226 142
"ENSMUSG00000054659" 66 86 141 110 79 109 51 93 7 0 0 5 5 14 5 6
"ENSMUSG00000054662" 0 0 10 5 4 0 6 0 0 0 0 0 0 0 1 1
"ENSMUSG00000054666" 0 0 0 0 0 2 0 0 0 0 0 0 17 0 0 0
"ENSMUSG00000054667" 223 364 1201 313 484 323 810 387 7 12 20 10 32 0 42 37
"ENSMUSG00000054672" 8 0 0 0 12 8 4 15 1 0 0 0 0 0 0 1
"ENSMUSG00000054675" 2 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
"ENSMUSG00000054676" 29 65 80 97 67 69 91 103 19 29 27 42 35 0 49 28
"ENSMUSG00000054679" 2 5 1 7 8 0 0 0 12 0 4 0 1 0 17 0
"ENSMUSG00000054690" 3 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0
"ENSMUSG00000054693" 5649 5721 6076 6092 5958 6160 5871 5943 6099 4650 5694 6245 6942 5198 5357 4870
"ENSMUSG00000054702" 427 343 566 363 476 366 491 316 88 47 51 110 166 125 150 82
"ENSMUSG00000054708" 62 103 87 57 61 63 56 61 52 43 18 33 38 48 46 40
"ENSMUSG00000054715" 17 10 21 25 47 54 24 27 1 0 0 4 13 22 23 2
"ENSMUSG00000054716" 9 176 74 57 71 38 52 134 5 0 6 9 18 1 6 9
"ENSMUSG00000054717" 756 828 819 793 818 997 770 641 1082 1179 1796 1349 1815 1593 1232 1061
"ENSMUSG00000054720" 197 9 488 70 23 113 141 330 5 12 2 2 11 8 5 7
"ENSMUSG00000054723" 38 80 37 24 36 31 23 62 67 36 38 40 54 26 19 36
"ENSMUSG00000054727" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000054728" 10 9 38 4 57 42 21 41 7 1 0 0 13 0 4 0
"ENSMUSG00000054733" 114 73 144 107 116 115 135 88 116 110 87 98 135 161 93 87
"ENSMUSG00000054737" 1392 1536 1241 1887 1629 1774 1652 1524 1010 1330 1836 2057 2092 1717 1672 1041
"ENSMUSG00000054745" 8 2 5 1 7 0 14 8 0 0 0 0 0 3 0 0
"ENSMUSG00000054746" 7 6 19 11 3 43 35 17 14 13 7 15 17 5 12 29
"ENSMUSG00000054752" 3718 6217 5780 4252 4349 3963 3812 4621 1550 1276 1702 1488 2152 1459 1692 1415
"ENSMUSG00000054753" 118 80 342 136 161 133 150 178 59 100 70 158 86 23 38 76
"ENSMUSG00000054757" 0 0 0 3 0 0 3 0 0 0 0 0 0 0 0 0
"ENSMUSG00000054759" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000054763" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000054764" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000054766" 57 111 46 68 78 51 70 67 118 68 133 106 143 89 103 101
"ENSMUSG00000054770" 651 599 658 580 674 618 584 715 477 448 622 639 953 584 623 647
"ENSMUSG00000054779" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000054792" 1936 1679 1898 1421 1677 1652 1326 1438 3497 3016 3419 3809 3803 3018 3642 3299
"ENSMUSG00000054793" 0 6 1 4 0 0 1 8 0 0 0 0 0 0 5 2
"ENSMUSG00000054808" 5272 5117 6731 5902 5512 5645 4864 4883 5594 4842 6262 5591 7076 4827 6070 4581
"ENSMUSG00000054814" 31861 32253 34777 30297 34606 36666 29801 27317 31257 27273 31155 33988 41155 27716 29858 28423
"ENSMUSG00000054822" 0 0 4 0 0 0 0 1 0 0 0 0 0 0 0 0
"ENSMUSG00000054823" 3088 2638 3567 3170 2886 3271 2655 3103 1299 1231 1456 1728 2101 1463 1555 1146
"ENSMUSG00000054827" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000054836" 13 16 20 17 14 29 15 33 55 51 26 16 73 4 53 36
"ENSMUSG00000054843" 389 260 341 422 411 435 513 417 230 150 255 233 990 1059 930 489
"ENSMUSG00000054850" 10 9 33 5 8 20 15 31 8 2 0 5 35 5 0 17
"ENSMUSG00000054855" 251 339 297 222 245 327 288 241 187 194 189 210 331 174 304 257
"ENSMUSG00000054863" 113 93 179 67 104 92 65 108 23 59 10 31 9 9 22 24
"ENSMUSG00000054871" 107 106 139 92 102 98 73 81 189 195 188 195 319 199 133 132
"ENSMUSG00000054874" 1277 1894 1793 1370 1624 1474 1541 1313 1557 912 780 1119 1093 822 1161 984
"ENSMUSG00000054885" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000054889" 246 346 906 369 210 140 321 358 187 110 126 193 397 516 270 570
"ENSMUSG00000054890" 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000054892" 0 0 0 0 0 4 0 5 9 0 0 0 0 0 0 0
"ENSMUSG00000054893" 105 65 193 100 93 146 114 112 140 74 72 106 71 101 84 113
"ENSMUSG00000054894" 25 29 64 10 38 7 58 36 24 13 13 16 50 34 14 13
"ENSMUSG00000054901" 26 31 83 75 24 66 41 45 34 20 8 21 16 23 34 14
"ENSMUSG00000054905" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000054909" 23 1 28 3 0 1 13 0 2 1 6 6 1 6 6 5
"ENSMUSG00000054910" 12 22 21 22 18 7 11 36 2 0 0 0 0 9 0 2
"ENSMUSG00000054920" 3 19 23 22 0 8 9 14 26 0 13 3 16 6 6 11
"ENSMUSG00000054931" 4 7 1 10 15 13 7 7 37 4 18 0 1 1 1 0
"ENSMUSG00000054932" 2 7 11 2 7 9 6 3 10 1 23 5 10 14 16 9
"ENSMUSG00000054934" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"ENSMUSG00000054938" 2 0 0 1 0 0 0 0 0 0 0 1 22 0 0 0
"ENSMUSG00000054939" 256 330 336 311 387 271 507 359 517 299 304 480 614 441 497 501
"ENSMUSG00000054940" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000054942" 9 9 44 17 13 17 53 48 0 0 3 13 5 4 4 2
"ENSMUSG00000054944" 0 10 0 0 0 0 0 0 0 0 2 10 0 0 0 0
"ENSMUSG00000054945" 0 8 0 10 2 2 2 2 0 5 0 0 2 9 0 0
"ENSMUSG00000054951" 5 0 2 2 1 0 7 2 2 0 0 0 0 0 2 0
"ENSMUSG00000054957" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000054958" 0 0 1 0 0 8 2 0 0 0 0 0 0 0 0 0
"ENSMUSG00000054966" 2 0 0 5 1 0 0 1 67 109 115 164 237 197 98 9
"ENSMUSG00000054967" 11 21 0 13 12 17 8 8 2 9 3 9 9 9 4 1
"ENSMUSG00000054976" 354 132 304 140 248 320 253 348 377 359 690 552 940 537 722 516
"ENSMUSG00000054978" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000054986" 113 40 233 125 146 178 217 147 69 66 22 135 290 45 66 184
"ENSMUSG00000054988" 20 0 6 1 7 0 0 3 0 0 10 0 0 4 0 0
"ENSMUSG00000054994" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000054999" 9 20 17 20 7 16 35 15 11 1 1 15 18 7 3 12
"ENSMUSG00000055003" 83 77 115 120 156 72 135 114 10 6 0 40 8 6 3 28
"ENSMUSG00000055010" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055013" 2789 3043 3919 2687 2585 2667 2266 2547 3073 2039 2385 2296 4000 2783 2768 2705
"ENSMUSG00000055015" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055022" 888 498 1014 530 604 549 678 425 1316 656 1204 1297 1457 1162 1091 1215
"ENSMUSG00000055024" 5194 6163 7251 4351 7147 5714 5689 5470 8719 5310 6245 7951 8425 6068 7509 7291
"ENSMUSG00000055026" 22 9 30 21 15 20 23 15 68 51 76 102 52 22 35 30
"ENSMUSG00000055027" 0 0 19 1 2 5 3 1 21 3 4 19 11 0 0 13
"ENSMUSG00000055030" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055033" 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055041" 1 5 0 13 13 1 21 2 0 0 1 0 0 4 6 0
"ENSMUSG00000055044" 173 360 366 382 249 262 277 264 481 503 492 666 727 570 384 359
"ENSMUSG00000055045" 349 183 364 306 338 396 290 402 123 137 137 284 249 70 162 127
"ENSMUSG00000055048" 1 2 17 1 0 0 7 4 0 4 0 0 0 10 0 3
"ENSMUSG00000055053" 335 438 320 395 374 359 268 341 32 32 46 44 30 44 10 28
"ENSMUSG00000055061" 41 58 45 18 44 48 42 42 1 4 11 2 44 4 3 13
"ENSMUSG00000055065" 2205 2171 2687 2279 2380 2533 2508 2272 1311 1392 1223 1611 1933 1369 1653 1356
"ENSMUSG00000055067" 1172 878 1345 1216 1294 1429 1312 1411 1099 1109 1273 1806 1719 1498 1262 1096
"ENSMUSG00000055069" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055072" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055078" 175 231 242 211 255 195 157 162 124 64 61 75 351 388 208 301
"ENSMUSG00000055088" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055093" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055095" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055102" 128 60 326 139 141 155 168 172 33 35 24 61 42 86 58 53
"ENSMUSG00000055108" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055109" 1 0 1 14 0 0 0 8 1 1 1 0 1 0 1 8
"ENSMUSG00000055110" 0 0 0 0 1 0 3 3 0 0 0 0 0 0 0 0
"ENSMUSG00000055114" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055116" 4664 4088 5833 4745 5081 5542 5148 4351 4160 3758 5709 5923 6726 5640 4385 3585
"ENSMUSG00000055125" 2 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055128" 21 51 34 29 40 71 51 89 2 13 4 1 56 9 38 7
"ENSMUSG00000055134" 91 74 64 67 143 81 45 137 68 41 37 54 60 25 40 48
"ENSMUSG00000055137" 48 58 52 28 40 52 42 58 30 40 30 51 73 49 56 63
"ENSMUSG00000055138" 0 0 6 0 2 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055148" 80 74 129 41 55 3 12 26 17 74 76 48 137 54 79 55
"ENSMUSG00000055150" 688 694 714 810 797 762 630 593 746 705 805 1113 1128 752 662 556
"ENSMUSG00000055159" 4 0 1 6 0 0 2 0 0 0 0 0 1 0 0 0
"ENSMUSG00000055170" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055172" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055177" 10 0 0 9 7 0 0 1 0 0 0 0 0 0 0 0
"ENSMUSG00000055184" 411 470 617 429 537 583 618 481 754 774 1016 1072 1240 1094 754 799
"ENSMUSG00000055188" 0 5 2 0 11 9 3 3 1 0 0 0 9 24 9 12
"ENSMUSG00000055193" 11 28 4 1 17 4 0 0 37 37 18 33 45 77 81 42
"ENSMUSG00000055194" 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0
"ENSMUSG00000055197" 0 0 0 0 0 0 3 0 0 2 0 0 0 0 5 1
"ENSMUSG00000055198" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055200" 400 408 565 449 466 485 455 526 419 256 322 298 411 278 235 314
"ENSMUSG00000055202" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055204" 27789 26636 30364 27565 28301 28714 26071 25460 36980 32079 37938 42139 47579 33307 37655 33399
"ENSMUSG00000055210" 49 58 52 14 25 25 1 54 0 2 28 46 35 7 18 10
"ENSMUSG00000055214" 15 1 29 10 75 57 110 119 0 0 0 2 3 5 2 20
"ENSMUSG00000055216" 0 23 3 5 4 0 6 0 1 0 0 0 0 0 0 0
"ENSMUSG00000055228" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055235" 0 11 3 17 13 6 8 29 0 0 1 0 2 3 0 7
"ENSMUSG00000055239" 5299 5575 6498 5543 5519 6245 4967 5238 7934 7095 9779 9973 11553 9173 9088 6936
"ENSMUSG00000055240" 471 289 379 328 440 507 382 300 155 168 124 178 188 218 127 119
"ENSMUSG00000055254" 51 21 101 94 24 74 68 57 30 33 7 24 38 66 30 36
"ENSMUSG00000055271" 1 0 5 1 0 9 4 5 13 3 4 0 0 0 3 5
"ENSMUSG00000055296" 14725 17333 19318 17427 15593 14168 14480 15202 4297 2553 3038 3563 4834 3284 3773 4068
"ENSMUSG00000055298" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055301" 0 3 10 0 6 0 4 5 0 12 8 1 0 0 3 1
"ENSMUSG00000055302" 226 223 256 211 179 223 188 183 295 108 127 213 301 208 211 204
"ENSMUSG00000055305" 146 86 95 94 93 116 77 75 107 170 163 223 191 166 140 119
"ENSMUSG00000055312" 25 9 6 22 25 11 8 12 26 12 68 80 31 6 25 12
"ENSMUSG00000055313" 48 60 91 48 66 47 102 53 5 2 5 6 38 11 22 37
"ENSMUSG00000055319" 5637 4973 5783 5717 5937 6812 5599 5362 4191 3273 4614 4563 5523 4274 4212 3546
"ENSMUSG00000055320" 2526 2256 2957 2612 2699 2731 2998 3239 800 446 740 597 968 635 676 679
"ENSMUSG00000055322" 15 284 65 32 14 35 14 22 59 13 13 7 16 165 26 14
"ENSMUSG00000055323" 10 4 6 15 3 11 10 1 11 0 3 0 4 0 0 1
"ENSMUSG00000055333" 91 105 140 62 93 76 96 82 0 10 6 14 0 14 0 10
"ENSMUSG00000055334" 550 583 584 693 526 550 516 528 750 858 1136 928 1587 1146 1117 794
"ENSMUSG00000055341" 1 0 0 3 24 50 1 22 0 0 1 0 5 0 0 10
"ENSMUSG00000055357" 3 0 0 2 1 0 0 5 0 0 0 0 0 0 1 0
"ENSMUSG00000055360" 1 0 0 0 2 0 0 0 6 7 0 0 7 10 1 5
"ENSMUSG00000055368" 0 4 0 12 1 0 0 0 5 0 0 0 14 0 6 1
"ENSMUSG00000055370" 15 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0
"ENSMUSG00000055371" 1465 1612 1813 1838 1714 1658 1780 1758 486 352 407 459 872 553 521 416
"ENSMUSG00000055373" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 5 0
"ENSMUSG00000055385" 71 96 59 58 96 77 82 89 56 88 62 97 108 52 139 56
"ENSMUSG00000055401" 9 0 5 0 0 0 0 0 1 0 1 0 2 0 3 0
"ENSMUSG00000055403" 28233 23196 31106 28012 28848 27967 27436 23676 30788 31300 37261 41956 49433 38027 36211 31091
"ENSMUSG00000055407" 14 4 7 25 31 35 13 20 0 0 7 1 1 0 7 0
"ENSMUSG00000055408" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055409" 33 28 38 38 30 25 45 14 58 40 49 37 103 29 87 77
"ENSMUSG00000055413" 1 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055415" 927 1266 1700 927 1060 1531 1221 1477 2533 1937 1499 3247 3355 2495 2716 2311
"ENSMUSG00000055416" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055421" 1955 1630 2074 2284 4126 4675 3872 3054 3649 3647 3461 5351 4889 4186 3778 2639
"ENSMUSG00000055424" 24 4 16 14 1 4 3 35 0 0 0 0 0 1 0 0
"ENSMUSG00000055430" 3 5 2 4 1 16 3 23 0 5 20 1 20 114 17 25
"ENSMUSG00000055435" 160 338 473 153 72 34 58 71 98 25 58 74 2 7 15 3
"ENSMUSG00000055436" 1509 1726 2196 2321 1882 2248 2542 1936 846 406 568 484 1499 888 1119 930
"ENSMUSG00000055446" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ENSMUSG00000055447" 557 495 961 1032 887 980 1222 1130 52 21 22 17 72 30 56 16
"ENSMUSG00000055452" 38 31 40 52 38 28 37 20 94 66 80 54 85 54 72 79
"ENSMUSG00000055456" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055471" 1 3 5 1 8 17 7 1 29 22 14 25 12 30 54 16
"ENSMUSG00000055480" 238 114 211 295 307 411 299 234 68 34 19 52 141 100 87 80
"ENSMUSG00000055485" 13 76 65 44 35 0 26 24 23 38 9 11 25 1 12 42
"ENSMUSG00000055489" 68 115 83 130 101 100 61 127 27 52 10 6 8 0 22 15
"ENSMUSG00000055491" 1100 1102 1472 981 1303 1386 1320 1228 799 765 479 806 886 713 987 786
"ENSMUSG00000055493" 83 170 205 120 142 86 149 143 38 14 16 13 5 17 42 37
"ENSMUSG00000055494" 10 8 0 1 5 16 15 15 6 6 4 6 0 1 5 6
"ENSMUSG00000055497" 0 7 4 2 0 8 13 0 0 13 0 5 0 3 7 3
"ENSMUSG00000055515" 5 10 7 14 6 13 20 14 0 0 0 0 0 0 0 0
"ENSMUSG00000055523" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
"ENSMUSG00000055531" 1993 3151 2417 2914 2237 2497 2732 2305 1250 1169 1404 1433 1975 1505 1593 1347
"ENSMUSG00000055538" 21 24 16 26 2 24 0 10 5 0 14 5 20 4 8 46
"ENSMUSG00000055540" 426 345 620 468 377 451 508 482 265 221 239 175 289 201 189 226
"ENSMUSG00000055541" 175 240 235 116 174 170 200 139 174 109 144 283 353 274 291 182
"ENSMUSG00000055546" 253 218 358 216 262 189 236 209 209 191 336 347 518 404 258 260
"ENSMUSG00000055547" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"ENSMUSG00000055553" 166 159 191 226 205 233 220 203 176 206 226 199 388 366 280 186
"ENSMUSG00000055555" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"ENSMUSG00000055560" 143 116 157 150 254 245 318 336 4 1 8 16 70 66 58 67
"ENSMUSG00000055561" 7 3 12 3 17 32 11 10 9 0 0 0 0 2 7 5
"ENSMUSG00000055567" 1761 2043 3173 2061 2086 1723 1927 2129 405 240 412 235 841 551 636 510
"ENSMUSG00000055571" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055594" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055602" 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055609" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055610" 71 137 259 118 127 68 94 67 0 4 0 3 0 0 0 0
"ENSMUSG00000055612" 2545 2584 2919 2855 3028 2763 2808 2655 252 188 123 274 819 378 410 338
"ENSMUSG00000055621" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055629" 139 82 128 202 244 163 252 232 98 69 7 20 48 36 41 18
"ENSMUSG00000055632" 37 23 178 187 67 91 56 119 104 74 66 136 255 155 80 95
"ENSMUSG00000055633" 11 20 55 42 41 32 19 12 44 50 69 85 44 57 60 19
"ENSMUSG00000055639" 0 2 2 0 0 0 3 7 0 0 0 1 0 0 0 0
"ENSMUSG00000055643" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055652" 600 920 662 815 702 695 528 667 461 453 463 457 801 447 500 419
"ENSMUSG00000055653" 16 55 37 19 25 18 8 13 102 68 29 170 198 131 142 76
"ENSMUSG00000055660" 2709 2874 3973 3220 3040 3132 3264 2896 2630 2252 2303 2674 3397 2697 2404 2014
"ENSMUSG00000055670" 2035 2362 2660 2279 2636 2345 2270 2756 873 370 464 451 952 550 538 689
"ENSMUSG00000055675" 43 130 233 112 52 54 39 108 60 82 66 87 53 148 83 111
"ENSMUSG00000055676" 0 0 1 0 0 0 1 0 0 0 3 0 1 1 0 1
"ENSMUSG00000055679" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055681" 266 278 329 273 377 348 235 219 689 637 731 935 920 626 753 681
"ENSMUSG00000055691" 28 14 30 24 26 47 13 29 2 20 8 2 39 34 3 24
"ENSMUSG00000055692" 21 15 13 3 16 17 0 5 22 9 9 11 21 2 33 28
"ENSMUSG00000055700" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055704" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055707" 40 48 64 22 83 160 120 109 10 18 9 64 50 5 9 32
"ENSMUSG00000055717" 7008 8481 7445 6864 8475 8800 7153 6717 15177 13151 15764 19734 19481 15629 15508 13380
"ENSMUSG00000055720" 711 797 901 722 750 698 698 552 1244 1134 1384 1702 1863 1625 1468 1058
"ENSMUSG00000055723" 6962 5145 6696 6148 6472 7204 6653 5827 4228 3997 5043 5561 5924 5450 4932 4393
"ENSMUSG00000055725" 929 836 1078 855 905 864 854 922 440 350 440 412 472 344 343 514
"ENSMUSG00000055730" 54 3 17 63 22 11 75 53 2 13 6 14 9 10 0 19
"ENSMUSG00000055732" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055733" 161 155 219 331 354 348 396 439 443 508 663 713 839 609 585 433
"ENSMUSG00000055737" 178 193 443 263 421 191 375 340 72 39 44 46 121 167 84 91
"ENSMUSG00000055745" 1069 1055 1083 1352 1443 1113 1174 950 1107 854 768 1081 891 825 694 642
"ENSMUSG00000055746" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"ENSMUSG00000055748" 21 53 39 63 49 37 31 47 243 125 216 211 443 170 178 212
"ENSMUSG00000055760" 200 312 188 200 241 219 320 233 373 320 305 302 526 293 405 261
"ENSMUSG00000055761" 1 5 13 41 0 15 31 14 0 3 2 2 17 10 8 14
"ENSMUSG00000055762" 2346 2405 2361 2674 2652 2884 2590 2047 3751 4030 4237 5027 5893 5325 4673 3288
"ENSMUSG00000055763" 132 108 120 81 146 124 75 84 129 115 184 148 167 167 173 93
"ENSMUSG00000055771" 1 2 2 3 1 0 2 1 1 3 2 2 12 0 1 5
"ENSMUSG00000055775" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055780" 430 385 549 445 496 466 434 445 125 76 154 296 253 182 128 143
"ENSMUSG00000055782" 1 0 1 4 2 3 0 14 0 0 0 0 21 4 7 0
"ENSMUSG00000055789" 6293 7125 8464 5521 7253 6150 5341 4640 10232 6529 8695 10519 11501 11047 9566 10946
"ENSMUSG00000055795" 2 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0
"ENSMUSG00000055799" 11 27 33 32 15 12 0 26 13 41 36 11 25 31 10 9
"ENSMUSG00000055805" 75 67 73 64 28 33 22 21 21 15 16 49 35 36 9 19
"ENSMUSG00000055809" 0 0 0 0 2 0 0 0 1 9 1 0 2 0 2 1
"ENSMUSG00000055811" 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055817" 2080 2098 3155 1995 2284 2169 1865 2034 3447 2860 3295 3571 4751 4644 3651 3660
"ENSMUSG00000055818" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055820" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055826" 4 13 0 6 0 10 7 3 0 0 0 1 0 0 0 1
"ENSMUSG00000055827" 29 61 39 25 27 73 20 36 182 127 241 199 449 233 136 182
"ENSMUSG00000055833" 0 2 0 0 0 0 0 7 0 1 0 4 0 0 0 0
"ENSMUSG00000055835" 36 93 61 76 78 54 121 69 7 24 11 15 41 10 11 31
"ENSMUSG00000055838" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000055839" 28 70 21 79 71 53 52 38 63 50 38 68 39 36 75 24
"ENSMUSG00000055850" 539 499 554 727 630 474 602 477 540 782 795 998 1046 715 772 633
"ENSMUSG00000055862" 55 71 35 50 54 80 77 67 47 46 43 62 108 56 78 41
"ENSMUSG00000055865" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
